fact_id,layer,subject,subject_type,relation,object,object_type,semantic_type,source_id,confidence,may_drive_hard_mask,derivation_rule_id,evidence_scope
fact_fbc2c9f8782970700221,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,MAX_VOLUMETRIC_SPEED_MM3_S,value:max_volumetric_speed_mm3_s:8,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_46333a4b3a47a1dde8b8,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,NOZZLE_TEMPERATURE_C,value:nozzle_temperature_c:290,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_6038c0ceeb2134129b33,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,INITIAL_NOZZLE_TEMPERATURE_C,value:initial_nozzle_temperature_c:290,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_fe694c9c1b9eb772c799,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,NOZZLE_TEMPERATURE_MIN_C,value:nozzle_temperature_min_c:260,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_ae37a11f12785e15b76a,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,NOZZLE_TEMPERATURE_MAX_C,value:nozzle_temperature_max_c:300,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_a7918e415875540f5c34,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,COOL_PLATE_TEMPERATURE_C,value:cool_plate_temperature_c:0,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_7b318b52c740818a3991,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,ENGINEERING_PLATE_TEMPERATURE_C,value:engineering_plate_temperature_c:100,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_0fe2946adf7d0d04ccec,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,HOT_PLATE_TEMPERATURE_C,value:hot_plate_temperature_c:100,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_28c3bb70ae48f68d31b7,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,TEXTURED_PLATE_TEMPERATURE_C,value:textured_plate_temperature_c:100,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_5ea44e1693d570ccba8b,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,VITRIFICATION_TEMPERATURE_C,value:vitrification_temperature_c:108,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_d8ae6718751c85b8441d,representation,profile:bbl:filament:fdm_filament_pa:036cfe1f,profile,REQUIRED_NOZZLE_HRC,value:required_nozzle_hrc:40,numeric_value,configuration_parameter,bambu_profile_036cfe1fcb9804d142b3,1.0,False,,slicer_configuration_not_physical_validation
fact_643b2cf04d75188fd67d,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,MATERIAL_FAMILY,material_family:pc,material_family,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_7a914c0c64e5d9517918,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,FILAMENT_DENSITY_G_CM3,value:filament_density_g_cm3:1.04,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_83c304d60bf523cc4ec0,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,FILAMENT_COST,value:filament_cost:20,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_11d19146479a39ae96b4,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,MAX_VOLUMETRIC_SPEED_MM3_S,value:max_volumetric_speed_mm3_s:18,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_298a61ca2c69fa6299ae,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,NOZZLE_TEMPERATURE_C,value:nozzle_temperature_c:280,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_7aec59658a6a475db057,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,INITIAL_NOZZLE_TEMPERATURE_C,value:initial_nozzle_temperature_c:270,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_5f3e63738ce17f913f27,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,NOZZLE_TEMPERATURE_MIN_C,value:nozzle_temperature_min_c:260,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_13e62210918283c8d690,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,NOZZLE_TEMPERATURE_MAX_C,value:nozzle_temperature_max_c:290,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_ee7d5d0878d579f8d31b,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,COOL_PLATE_TEMPERATURE_C,value:cool_plate_temperature_c:0,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_2b2a601a73b25ebacbb8,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,ENGINEERING_PLATE_TEMPERATURE_C,value:engineering_plate_temperature_c:110,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_2156da3fecd6d0fbb84e,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,HOT_PLATE_TEMPERATURE_C,value:hot_plate_temperature_c:110,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_3cecd0f796e2524cf8f2,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,TEXTURED_PLATE_TEMPERATURE_C,value:textured_plate_temperature_c:110,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_3eab7fadac569adf0027,representation,profile:bbl:filament:fdm_filament_pc:9a8f0e4a,profile,VITRIFICATION_TEMPERATURE_C,value:vitrification_temperature_c:120,numeric_value,configuration_parameter,bambu_profile_9a8f0e4ab62dff375dbc,1.0,False,,slicer_configuration_not_physical_validation
fact_d952fbeb714794da3c2c,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,MATERIAL_FAMILY,material_family:pctg,material_family,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_3737f66c90a59b4dfa23,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,FILAMENT_DENSITY_G_CM3,value:filament_density_g_cm3:1.27,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_2e1b38e95e89a66d075a,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,FILAMENT_COST,value:filament_cost:30,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_1d88c97199e0a1c4b05d,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,MAX_VOLUMETRIC_SPEED_MM3_S,value:max_volumetric_speed_mm3_s:25,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_2e3b2b96b04de6b2164d,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,NOZZLE_TEMPERATURE_C,value:nozzle_temperature_c:255,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_1ff35160d4eb513ce512,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,INITIAL_NOZZLE_TEMPERATURE_C,value:initial_nozzle_temperature_c:255,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_aaa201d26f298bfde40d,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,NOZZLE_TEMPERATURE_MIN_C,value:nozzle_temperature_min_c:220,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_eae5fe106a29057c1542,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,NOZZLE_TEMPERATURE_MAX_C,value:nozzle_temperature_max_c:260,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_c3e6906947cee28d701e,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,ENGINEERING_PLATE_TEMPERATURE_C,value:engineering_plate_temperature_c:0,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_59b04aa6dd9365660fc5,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,HOT_PLATE_TEMPERATURE_C,value:hot_plate_temperature_c:80,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_8508449683582e995133,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,TEXTURED_PLATE_TEMPERATURE_C,value:textured_plate_temperature_c:80,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_c5be1fdd85fe88d7b717,representation,profile:bbl:filament:fdm_filament_pctg:f84705bd,profile,VITRIFICATION_TEMPERATURE_C,value:vitrification_temperature_c:70,numeric_value,configuration_parameter,bambu_profile_f84705bdadd139630368,1.0,False,,slicer_configuration_not_physical_validation
fact_653234f254c6ee6dddd0,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,MATERIAL_FAMILY,material_family:pe,material_family,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_2be4d93e5e77a9f3df2c,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,FILAMENT_DENSITY_G_CM3,value:filament_density_g_cm3:1.24,numeric_value,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_42c9f7d0f6e93fc0c4ab,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,FILAMENT_COST,value:filament_cost:20,numeric_value,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_8e816e306234cec6d56c,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,MAX_VOLUMETRIC_SPEED_MM3_S,value:max_volumetric_speed_mm3_s:12,numeric_value,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_f48f84814964911f1fd3,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,NOZZLE_TEMPERATURE_C,value:nozzle_temperature_c:220,numeric_value,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_400e6c0c142a004528f1,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,INITIAL_NOZZLE_TEMPERATURE_C,value:initial_nozzle_temperature_c:220,numeric_value,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_e9620875cb168830088a,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,COOL_PLATE_TEMPERATURE_C,value:cool_plate_temperature_c:35,numeric_value,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_9bae3b16d738d72c1826,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,ENGINEERING_PLATE_TEMPERATURE_C,value:engineering_plate_temperature_c:0,numeric_value,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_3351284099360db56f2c,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,HOT_PLATE_TEMPERATURE_C,value:hot_plate_temperature_c:55,numeric_value,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_d97e1efb3e50bcd89673,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,TEXTURED_PLATE_TEMPERATURE_C,value:textured_plate_temperature_c:55,numeric_value,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_5f963dd284b65eb25ec8,representation,profile:bbl:filament:fdm_filament_pe:849b90a6,profile,VITRIFICATION_TEMPERATURE_C,value:vitrification_temperature_c:45,numeric_value,configuration_parameter,bambu_profile_849b90a6aa3130cd664e,1.0,False,,slicer_configuration_not_physical_validation
fact_2cd3eb696cb44c79b4d4,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,MATERIAL_FAMILY,material_family:petg,material_family,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_495b347757a883585444,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,FILAMENT_DENSITY_G_CM3,value:filament_density_g_cm3:1.27,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_8c9da1b08dd80ab81320,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,FILAMENT_COST,value:filament_cost:30,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_94900b67a3e4f64467dd,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,MAX_VOLUMETRIC_SPEED_MM3_S,value:max_volumetric_speed_mm3_s:25,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_a5f6a7ecd106ad892298,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,NOZZLE_TEMPERATURE_C,value:nozzle_temperature_c:255,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_9e7739ecb71c02aa2cf5,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,INITIAL_NOZZLE_TEMPERATURE_C,value:initial_nozzle_temperature_c:255,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_e01f01f1d30f25944718,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,NOZZLE_TEMPERATURE_MIN_C,value:nozzle_temperature_min_c:220,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_f777c54d6e7675379f59,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,NOZZLE_TEMPERATURE_MAX_C,value:nozzle_temperature_max_c:260,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_dae97faa340eb0ec0530,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,ENGINEERING_PLATE_TEMPERATURE_C,value:engineering_plate_temperature_c:0,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_aa5b16bef848478a860d,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,HOT_PLATE_TEMPERATURE_C,value:hot_plate_temperature_c:80,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_62a5b14ef62d3e4faf5d,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,TEXTURED_PLATE_TEMPERATURE_C,value:textured_plate_temperature_c:80,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_e97d4d558f55e00312fd,representation,profile:bbl:filament:fdm_filament_pet:33ce64c2,profile,VITRIFICATION_TEMPERATURE_C,value:vitrification_temperature_c:70,numeric_value,configuration_parameter,bambu_profile_33ce64c25a626455eecf,1.0,False,,slicer_configuration_not_physical_validation
fact_6c0a6d42504e88f6779a,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,MATERIAL_FAMILY,material_family:pha,material_family,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_549c36fea12254856c5a,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,FILAMENT_DENSITY_G_CM3,value:filament_density_g_cm3:1.24,numeric_value,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_6fc9aed54b4aa259b217,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,FILAMENT_COST,value:filament_cost:27.99,numeric_value,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_eb817fc7ee380f6827a3,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,MAX_VOLUMETRIC_SPEED_MM3_S,value:max_volumetric_speed_mm3_s:6,numeric_value,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_1751c124a33071a995e5,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,NOZZLE_TEMPERATURE_C,value:nozzle_temperature_c:220,numeric_value,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_b94121918199b908fdbc,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,INITIAL_NOZZLE_TEMPERATURE_C,value:initial_nozzle_temperature_c:220,numeric_value,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_83671ee94123ba28ea71,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,COOL_PLATE_TEMPERATURE_C,value:cool_plate_temperature_c:35,numeric_value,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_7bf42891c7f881921e37,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,ENGINEERING_PLATE_TEMPERATURE_C,value:engineering_plate_temperature_c:0,numeric_value,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_04f472ef9bf5cf2bc060,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,HOT_PLATE_TEMPERATURE_C,value:hot_plate_temperature_c:55,numeric_value,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_b576f26bb52116a595b6,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,TEXTURED_PLATE_TEMPERATURE_C,value:textured_plate_temperature_c:55,numeric_value,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_38b14374fb68285b5054,representation,profile:bbl:filament:fdm_filament_pha:fca89e2d,profile,VITRIFICATION_TEMPERATURE_C,value:vitrification_temperature_c:120,numeric_value,configuration_parameter,bambu_profile_fca89e2d4dbea9d97622,1.0,False,,slicer_configuration_not_physical_validation
fact_1be4d1174ef4700ec154,representation,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,FILAMENT_DENSITY_G_CM3,value:filament_density_g_cm3:1.24,numeric_value,configuration_parameter,bambu_profile_1fb8e60457aeda25a5c1,1.0,False,,slicer_configuration_not_physical_validation
fact_19f07ad8ceeaefe79c04,representation,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,FILAMENT_COST,value:filament_cost:20,numeric_value,configuration_parameter,bambu_profile_1fb8e60457aeda25a5c1,1.0,False,,slicer_configuration_not_physical_validation
fact_ef64bf7921a930264a16,representation,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,MAX_VOLUMETRIC_SPEED_MM3_S,value:max_volumetric_speed_mm3_s:12,numeric_value,configuration_parameter,bambu_profile_1fb8e60457aeda25a5c1,1.0,False,,slicer_configuration_not_physical_validation
fact_770e403f600fdc271a63,representation,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,NOZZLE_TEMPERATURE_C,value:nozzle_temperature_c:220,numeric_value,configuration_parameter,bambu_profile_1fb8e60457aeda25a5c1,1.0,False,,slicer_configuration_not_physical_validation
fact_bdb14b192878ecd56982,representation,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,INITIAL_NOZZLE_TEMPERATURE_C,value:initial_nozzle_temperature_c:220,numeric_value,configuration_parameter,bambu_profile_1fb8e60457aeda25a5c1,1.0,False,,slicer_configuration_not_physical_validation
fact_982f9e31577ca31402bf,representation,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,COOL_PLATE_TEMPERATURE_C,value:cool_plate_temperature_c:35,numeric_value,configuration_parameter,bambu_profile_1fb8e60457aeda25a5c1,1.0,False,,slicer_configuration_not_physical_validation
fact_28670ac66662916b3f85,representation,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,ENGINEERING_PLATE_TEMPERATURE_C,value:engineering_plate_temperature_c:0,numeric_value,configuration_parameter,bambu_profile_1fb8e60457aeda25a5c1,1.0,False,,slicer_configuration_not_physical_validation
fact_7d1a751364a80fdb8616,representation,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,HOT_PLATE_TEMPERATURE_C,value:hot_plate_temperature_c:55,numeric_value,configuration_parameter,bambu_profile_1fb8e60457aeda25a5c1,1.0,False,,slicer_configuration_not_physical_validation
fact_3c9ca297b23647169230,representation,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,TEXTURED_PLATE_TEMPERATURE_C,value:textured_plate_temperature_c:55,numeric_value,configuration_parameter,bambu_profile_1fb8e60457aeda25a5c1,1.0,False,,slicer_configuration_not_physical_validation
fact_a690c33c97f4e3aae167,representation,profile:bbl:filament:fdm_filament_pla:1fb8e604,profile,VITRIFICATION_TEMPERATURE_C,value:vitrification_temperature_c:45,numeric_value,configuration_parameter,bambu_profile_1fb8e60457aeda25a5c1,1.0,False,,slicer_configuration_not_physical_validation
fact_4610fdcfcb5ef95f47a8,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,MATERIAL_FAMILY,material_family:pp,material_family,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_1f72a23e5e6bc2a4616b,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,FILAMENT_DENSITY_G_CM3,value:filament_density_g_cm3:0.93,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_804414d2dc16f024ffd0,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,FILAMENT_COST,value:filament_cost:34.99,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_b31fabe0e41175048140,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,MAX_VOLUMETRIC_SPEED_MM3_S,value:max_volumetric_speed_mm3_s:12,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_068c2b7cbabb5044ac74,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,NOZZLE_TEMPERATURE_C,value:nozzle_temperature_c:235,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_9328961de6ec50aa1364,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,INITIAL_NOZZLE_TEMPERATURE_C,value:initial_nozzle_temperature_c:235,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_a5e3c4d4788e047d86cb,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,NOZZLE_TEMPERATURE_MIN_C,value:nozzle_temperature_min_c:220,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_33195c87b849804ca9c2,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,NOZZLE_TEMPERATURE_MAX_C,value:nozzle_temperature_max_c:250,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_4fbeb29d619c8b5358b2,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,COOL_PLATE_TEMPERATURE_C,value:cool_plate_temperature_c:35,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_f2e9c20388276b18d1e9,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,ENGINEERING_PLATE_TEMPERATURE_C,value:engineering_plate_temperature_c:0,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_aa13838c6215a4aea5e3,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,HOT_PLATE_TEMPERATURE_C,value:hot_plate_temperature_c:55,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_621af9406798af2a7789,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,TEXTURED_PLATE_TEMPERATURE_C,value:textured_plate_temperature_c:55,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_a6d2ce85af72d600bf72,representation,profile:bbl:filament:fdm_filament_pp:b65262a7,profile,VITRIFICATION_TEMPERATURE_C,value:vitrification_temperature_c:110,numeric_value,configuration_parameter,bambu_profile_b65262a70b51aac5f615,1.0,False,,slicer_configuration_not_physical_validation
fact_8bebc7de2a0d48c35578,representation,profile:bbl:filament:fdm_filament_ppa:bbc83dce,profile,MATERIAL_FAMILY,material_family:ppa_cf,material_family,configuration_parameter,bambu_profile_bbc83dced948a5822594,1.0,False,,slicer_configuration_not_physical_validation
fact_aab8eef8fe933dbe65ed,representation,profile:bbl:filament:fdm_filament_ppa:bbc83dce,profile,MATERIAL_VENDOR,material_vendor:bambu_lab,material_vendor,configuration_parameter,bambu_profile_bbc83dced948a5822594,1.0,False,,slicer_configuration_not_physical_validation
fact_6284053bb5db6179a9b3,representation,profile:bbl:filament:fdm_filament_ppa:bbc83dce,profile,FILAMENT_DENSITY_G_CM3,value:filament_density_g_cm3:1.17,numeric_value,configuration_parameter,bambu_profile_bbc83dced948a5822594,1.0,False,,slicer_configuration_not_physical_validation
fact_8488239abb01bde45587,representation,profile:bbl:filament:fdm_filament_ppa:bbc83dce,profile,FILAMENT_COST,value:filament_cost:20,numeric_value,configuration_parameter,bambu_profile_bbc83dced948a5822594,1.0,False,,slicer_configuration_not_physical_validation
