source_id,publisher,source_type,url,retrieved_date,source_quality,sha256,software_version
bambu_profile_1bad8f84a4ff0eeb52bf,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,1bad8f84a4ff0eeb52bf8cd25363fcfdca25e396d5cd220b69faf313e2f329e7,02.08.02.61
bambu_profile_9c4237a7ad5bec11f8ab,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,9c4237a7ad5bec11f8ab495093a6d43482568268b8272653147a9094232a3896,02.08.02.61
bambu_profile_ef21bccbe26de453ea37,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,ef21bccbe26de453ea3747f5f7b7f588b6acca0d9f6cbb863c8bad8296633e43,02.08.02.61
bambu_profile_bdd374b0987fef6a6223,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,bdd374b0987fef6a6223ca9ecfb4b46d38c9958e0260b24a057c1f7623470420,02.08.02.61
bambu_profile_852b8155e7a97aa53290,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,852b8155e7a97aa532900ed30a9589329797c8dd4069f0f88c63ffe0d45e4624,02.08.02.61
bambu_profile_c3b8f8c7b32b63437d6c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,c3b8f8c7b32b63437d6cbf96a465aafc36c776b54f216365c8a99e88697058c6,02.08.02.61
bambu_profile_7c4d3da92925c2a14137,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,7c4d3da92925c2a14137552ae4112d6017636110daee35a94e7742cc86b35103,02.08.02.61
bambu_profile_91e952f0286cce6407df,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,91e952f0286cce6407df1591cbe6450f59d47958e5b18834aa933227668d70da,02.08.02.61
bambu_profile_c8bd95f18f22525d86ed,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,c8bd95f18f22525d86ed35a584ad0a263330beee3f59b3a78ffd3eceb1e25abd,02.08.02.61
bambu_profile_ce9f7949f14aa0be4b3f,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,ce9f7949f14aa0be4b3fbea2dd544f71468f5f3b5c0665c6ac1e45c1fdf6ae0e,02.08.02.61
bambu_profile_cd8c4217962bcf78f7e9,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,cd8c4217962bcf78f7e96a2baa8db837da92567ea845336054a043ba21aca27f,02.08.02.61
bambu_profile_6e7169eb52be8dece29c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6e7169eb52be8dece29c70a6d7f7581a166bc44f2a5b3eb270ad870f370dd701,02.08.02.61
bambu_profile_f4f1b04d13f1d9353a3c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,f4f1b04d13f1d9353a3cc3722dcce8fc3c54e7832696491605c9f93d5142f5d8,02.08.02.61
bambu_profile_f35d1a9d4c5969071346,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,f35d1a9d4c596907134654b5ed6fc220af10b8a76013b5aa8deae7def72e41f3,02.08.02.61
bambu_profile_e194168ed656cdc4a2ab,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,e194168ed656cdc4a2ab3e94f42e9218ac06ec2ea07cbc0afefd0abfe2ecb960,02.08.02.61
bambu_profile_403584bf14a498661e40,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,403584bf14a498661e404f78723bcb3d1b9dd6f3cc34c1f8187163703613c3d5,02.08.02.61
bambu_profile_6aadc9c888f306b55e18,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6aadc9c888f306b55e180700a1777cc5c9cd9c326c869410f396592cf13aac7f,02.08.02.61
bambu_profile_b8b26fb64571f6ca251c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,b8b26fb64571f6ca251c7626a23c79074959cbccf4e65915b0ea94b3d06ec44e,02.08.02.61
bambu_profile_69583918d34cd59f0b9e,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,69583918d34cd59f0b9eca772f02fdb3fda8e55da7d5b424c8d5e2ad65fb4ce5,02.08.02.61
bambu_profile_69727de9bb3c15539c49,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,69727de9bb3c15539c49e9867d474de55140070520f90560b246f04d6326299f,02.08.02.61
bambu_profile_2c639d3d72dfe2c34f80,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2c639d3d72dfe2c34f8031522f4a5c81fc7bfbea5bd21471d1dd8bd5464d84dd,02.08.02.61
bambu_profile_af7cf351e3a6b7c98ee4,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,af7cf351e3a6b7c98ee41735dfb5c9e153e75b454975c97e03721b3b715909c9,02.08.02.61
bambu_profile_e22aeecb645d18c4bbe0,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,e22aeecb645d18c4bbe092a25f9b6a7cf0293692b75f009521ca7d65b97e6124,02.08.02.61
bambu_profile_a4d3a803f65f170266fb,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a4d3a803f65f170266fb6df33565f6d397aee621456c494befca26adc5d6921d,02.08.02.61
bambu_profile_ea6ca9dc59fa8e1c53e6,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,ea6ca9dc59fa8e1c53e61651beb2851ec927622cfd2f5d2fc4bc76b90b8e1a75,02.08.02.61
bambu_profile_dd9d1cb08f3b3cadaf59,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,dd9d1cb08f3b3cadaf595303ecd09529ee5f15e466792003575ea39d34d2d505,02.08.02.61
bambu_profile_2204ffbd17ea5669e329,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2204ffbd17ea5669e32935f4abd7358009ff19ce31f865f813a3590740591866,02.08.02.61
bambu_profile_b5ec10f01040cf6572ba,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,b5ec10f01040cf6572ba2522971b0947512a3f016c85056e612d38d22fd17961,02.08.02.61
bambu_profile_a0d196c02d049ca38e07,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a0d196c02d049ca38e07e70ec2e251d139ff85b2698eb58b45fadfd45101e13b,02.08.02.61
bambu_profile_f3a19308110e40282a2e,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,f3a19308110e40282a2ed5b4f8068b4a75bf0bcd16d6d739b22e648c7db59f14,02.08.02.61
bambu_profile_4b48914f52fe9a20053f,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,4b48914f52fe9a20053fc418384a209ba85f72d91713e1e41dd769b2c0a62d14,02.08.02.61
bambu_profile_992137447d90deed2d84,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,992137447d90deed2d841a880814993900310936d02d46b625601ad13c1bbee3,02.08.02.61
bambu_profile_d00b4f69d6c5dd088a80,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,d00b4f69d6c5dd088a80fd482ff6476702f8819830601db2e4a53afe3b7d8b1f,02.08.02.61
bambu_profile_607a18faecae4784c9d1,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,607a18faecae4784c9d115ec8925267429308148a401ff6216fc5cc1e12c04df,02.08.02.61
bambu_profile_41db5303e58e8831c35a,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,41db5303e58e8831c35a0392fa6cc520e7299ee2d10658d3650eb6281b979840,02.08.02.61
bambu_profile_9922bbc8e0cf4c35f421,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,9922bbc8e0cf4c35f4218951fc40f7f08b71400874e0c94b0d118d6f8d0da994,02.08.02.61
bambu_profile_c1a096caeef8a23f888d,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,c1a096caeef8a23f888dddd4ab45b24b6d02be0fea2b8b2169a800578a71cfbd,02.08.02.61
bambu_profile_89d41a0c48e8603a6a69,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,89d41a0c48e8603a6a69ac5782a77c4778126e315ac434b55ed177ec412cbe31,02.08.02.61
bambu_profile_68e735902027ceed381f,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,68e735902027ceed381f390de55ca715f8fd62ac1937d55c0ed10d81e681d08a,02.08.02.61
bambu_profile_a68dd96d0e77f5686930,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a68dd96d0e77f5686930d73abba6acbd2034184aba989c46b9cf97c3e6b69c53,02.08.02.61
bambu_profile_3c8c50d099706fa05e56,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,3c8c50d099706fa05e563649fc78941f6974b225e4fd62330efafd4d39b1922e,02.08.02.61
bambu_profile_a10f1ced2335f6b696b6,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a10f1ced2335f6b696b65a44591b9b23e71d4379ab89b78ec230b924aa9d2d28,02.08.02.61
bambu_profile_3bf9234328cafb16456b,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,3bf9234328cafb16456be033d056b338a53b89e377c8a203d66930f3ffd2935d,02.08.02.61
bambu_profile_3198b689448e51595b16,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,3198b689448e51595b16d3cccd23c05ac4501bbda32f0631f454d9a62c41b1ef,02.08.02.61
bambu_profile_2c04704550f798209145,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2c04704550f798209145e55f719635984629d1fafd3d8cbdbe9cfa72ba899eeb,02.08.02.61
bambu_profile_8a32b2b5c327b3a9cd46,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,8a32b2b5c327b3a9cd467ee9ccc950311f4ed8ffb73248acb4cfbf2766aeb4ec,02.08.02.61
bambu_profile_ccbc8da5e01c516384b9,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,ccbc8da5e01c516384b9f44bf109faa9a268bb2a4f4c68b5c4c28948dc296c29,02.08.02.61
bambu_profile_48ef1afdf4e40b98e49b,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,48ef1afdf4e40b98e49bfcdfb18c722ed63931a50f8ff77e2ac3d8e877a5c121,02.08.02.61
bambu_profile_2cb361cf379e612d4a5b,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2cb361cf379e612d4a5b601d40d5bbd45ab8a2ca4ade88f97181ad8dbdb932fe,02.08.02.61
bambu_profile_07756eb4ae26841abaa5,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,07756eb4ae26841abaa5514344d4fd5d337e271ed1ead1bcae2c4e172faa0931,02.08.02.61
bambu_profile_6310f962b412772d2164,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6310f962b412772d216412dfd7b1e10d61caad08064a273ae6c2fafcc87bea79,02.08.02.61
bambu_profile_8f8d5cce58829a09576d,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,8f8d5cce58829a09576d8ecabbab6bd2e9bc915267283056df59d37bb320e8ed,02.08.02.61
bambu_profile_290d43ae0e414c1a1068,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,290d43ae0e414c1a10684eada6d87c868f6b2ed1dcf8eee1da0524175f0eeb7d,02.08.02.61
bambu_profile_52cd9d82b44268c61bc9,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,52cd9d82b44268c61bc99e9858eeaffb3a1778ca7c01c15f937275bc522c5296,02.08.02.61
bambu_profile_6589382787511ffff7e1,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6589382787511ffff7e136117c83f2410cdc3a8e996ec0abb7d13cb955998ff5,02.08.02.61
bambu_profile_0b3015990ce13bafdf1e,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,0b3015990ce13bafdf1e210fc1cf539616e930d6470a77584cfaf345f81d4f5a,02.08.02.61
bambu_profile_a77320016e721f9633c0,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a77320016e721f9633c0ac1f37a3dc981b11b5590cb2378e53bfec9122f0e080,02.08.02.61
bambu_profile_4d11620678ef35e8a2b3,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,4d11620678ef35e8a2b31ab38a06ed8b49283afc48e2bca10ce8b6715e3c35a8,02.08.02.61
bambu_profile_f096bef61dee134a3871,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,f096bef61dee134a3871b973f4bc307f99eef2f088013b419066f3bb7bee8a87,02.08.02.61
bambu_profile_2d210b16e0b35ce5b6cd,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,2d210b16e0b35ce5b6cd0c14dd25e4ecfb3ed9a435aabae5eb590f84654e79e3,02.08.02.61
bambu_profile_0fa5c6a805bc11dc17ee,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,0fa5c6a805bc11dc17ee033dc7f730865e3e6f52f317f2ec0e9f25f5d70dfb5f,02.08.02.61
bambu_profile_6a551bcc41e14f856fcf,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,6a551bcc41e14f856fcffc9da7fd097458f27ea0b6a7b244e0d4703e9b4fa684,02.08.02.61
bambu_profile_fff1de31f802768de00c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,fff1de31f802768de00cad5f3d906673a1cc27c3bb1f745193636ce43bca2528,02.08.02.61
bambu_profile_702cade170434e4ad6d2,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,702cade170434e4ad6d28191edb8bf57843c9ee1ed9f0d12ef494e113d426c41,02.08.02.61
bambu_profile_1bea9dff8e9b91ed9ce4,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,1bea9dff8e9b91ed9ce4f3c8fc8e445bef3f33b730be87c626aaff704d60be0b,02.08.02.61
bambu_profile_554a60f8e8ff9adbf6ed,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,554a60f8e8ff9adbf6ed82a5da25b01f17a9726841d944e4466c3d3fc6ca3c73,02.08.02.61
bambu_profile_35614a12a19148e8b24f,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,35614a12a19148e8b24f5452604e13065612a5eb663a8f317ecb4c8f2b86e94e,02.08.02.61
bambu_profile_ea37948e0391698c60f5,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,ea37948e0391698c60f5b1fe30b3772d65ef639cb347f1070ec1aadb2d1474ff,02.08.02.61
bambu_profile_794d3a4bbb9065107a5d,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,794d3a4bbb9065107a5d0801c15a62a38120c26c12b45daf21e90bdb334a931e,02.08.02.61
bambu_profile_ed17cb81b62171592ffe,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,ed17cb81b62171592ffe44b5f12b37c71da0fc70bc9a69be5eba95fb7d396ebb,02.08.02.61
bambu_profile_f2b968f5a1a276dc1f65,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,f2b968f5a1a276dc1f6542d6925f6575f7ef6feac09849d7e8f7b863cbb41834,02.08.02.61
bambu_profile_e80fc345a372ec7e1204,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,e80fc345a372ec7e1204c4d8579cfb1e35d955bb1dcacb92a2ee4a1991549631,02.08.02.61
bambu_profile_14323003e1dd80924d67,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,14323003e1dd80924d67872737d6865df022b90c798b63c7d5592279a15118ba,02.08.02.61
bambu_profile_355127826f3fc71ee3d1,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,355127826f3fc71ee3d19a1796839f7cd5dd6a0667b6a45bae827c3e2119df4a,02.08.02.61
bambu_profile_3797c141b549f328fd39,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,3797c141b549f328fd39d03ce09057802b6b301c937c21f9599dfc63273d779b,02.08.02.61
bambu_profile_d182f056766879603648,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,d182f056766879603648c9fc189bc5e2f40379cd0419ee85de0fb4ef248fa986,02.08.02.61
bambu_profile_4ac93243f7c7cfcba456,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,4ac93243f7c7cfcba456fb9648829f63bff59b945acb494959078c9304455aba,02.08.02.61
bambu_profile_4e09ace9df3f4b8775c9,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,4e09ace9df3f4b8775c9040eb8c979af4c0f3207caaf98c495b47d25c3dd6cbb,02.08.02.61
bambu_profile_1399350e8b011955781a,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,1399350e8b011955781a4540baab6d2821366e5b85f3f8e3bff0119388f2d79d,02.08.02.61
bambu_profile_0e661dfed2dea0ac7a27,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,0e661dfed2dea0ac7a27e7af004fe66475dcf24ad5664d1b92508daa5cba375b,02.08.02.61
bambu_profile_cdf4a6b6ad57c2b25b16,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,cdf4a6b6ad57c2b25b161734bbec6e88ee71c2f50198fb185ba808adde9e70c6,02.08.02.61
bambu_profile_a83e791e8e7e0c1b2227,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a83e791e8e7e0c1b222755ab55b33f047a642402685baac6cb4be492297bb122,02.08.02.61
bambu_profile_1da35c1a68471f946c38,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,1da35c1a68471f946c387c0ee5129fcc6ee036e3abf574246ba40dc57fb9a830,02.08.02.61
bambu_profile_425bd169520dc7f96673,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,425bd169520dc7f966738f64337688a8fab2cda9dfd6260657c71c4a4736959e,02.08.02.61
bambu_profile_c7a268e594c91348601c,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,c7a268e594c91348601c559995eb75336768b2e7c3c3ebe1a3feb26366ee39ad,02.08.02.61
bambu_profile_04c6966c09b1e5417dc3,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,04c6966c09b1e5417dc348e78c8feddb511c7ab38c8c4986aad341ba4ee43346,02.08.02.61
bambu_profile_52c8f1a1c1d75fae427f,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,52c8f1a1c1d75fae427f0102f9595c67ad2ab7446f3f7cde546f0b66400bf723,02.08.02.61
bambu_profile_a899a8c59164d6f993be,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,a899a8c59164d6f993be0afa135cf8a685148e8336c60e1eb6a7c194ab1730e7,02.08.02.61
bambu_profile_1601e786fbe8cf085b27,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,1601e786fbe8cf085b27d524f7e28d523a26c7069df7ddff951c9fd16315eddd,02.08.02.61
bambu_profile_5cf88ef6a8a989daf801,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,5cf88ef6a8a989daf801cb774584c7f993dc4fea18ab6085c81010b9bf722cc4,02.08.02.61
bambu_profile_b86cc26750ef566888a7,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,b86cc26750ef566888a74c9898bd98f473bd271b3035a582208c3d8b3d13e5e0,02.08.02.61
bambu_profile_3a5b4d9d510281dfee7f,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,3a5b4d9d510281dfee7fc41b56e0f1846d8bfab8b9ee595ecca7bef3721f3a91,02.08.02.61
bambu_profile_810264bed47bad9991b7,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,810264bed47bad9991b737d0c71b318f95fd66e5bd46d4b042b5a682a7cf36d2,02.08.02.61
bambu_profile_4e8b4408a901faf221a3,Bambu Lab / bundled profile contributor,versioned slicer configuration artifact,https://github.com/bambulab/BambuStudio/tree/master/resources/profiles,2026-09-10,official_software_distribution,4e8b4408a901faf221a3e3a0acdcb73164cb81808443200b58284cece23e06ae,02.08.02.61
